03-Feb-2023 04:55:14,OK,3.8366,0.0064,18.2323,358823000,35882300.0000,ROL and ROR as fns
03-Feb-2023 05:01:54,OK,3.8721,0.0009,19.8954,354258100,35425810.0000,cleanup and GetABIWR
03-Feb-2023 05:32:32,OK,3.8725,0.0065,19.9466,355400810,35540081.0000,getiyrd and cleanup
04-Feb-2023 00:06:45,OK,3.8291,0.0052,22.5282,355400810,35540081.0000,get a bird
04-Feb-2023 04:20:08,OK,3.8305,0.0011,22.6342,352626600,35262660.0000,push/pop16
04-Feb-2023 04:37:36,OK,3.8492,0.0071,43.7050,391214700,39121470.0000,fluint16 pc
04-Feb-2023 15:47:54,OK,3.8091,0.0070,42.7648,391214700,39121470.0000,fluint16 reads only and cleanup
04-Feb-2023 15:56:41,OK,4.4530,0.0009,43.6080,391214700,39121470.0000,trace reads
04-Feb-2023 16:08:58,OK,0.0000,0.0010,44.1819,391214700,39121470.0000,trace writes
04-Feb-2023 16:25:55,OK,0.0000,0.0009,39.3019,391214700,39121470.0000,faster 16-bit increment
04-Feb-2023 16:34:05,OK,0.0000,0.0009,39.3731,391214700,39121470.0000,use 16+8 in more places
04-Feb-2023 19:55:02,OK,0.0000,0.0052,37.7925,365489300,36548930.0000,proper relatiev jump
04-Feb-2023 20:04:26,OK,0.0000,0.0010,52.9005,365489300,36548930.0000,clean push/pop and some more 8-bit adds
04-Feb-2023 21:32:42,OK,0.0000,0.0010,39.4956,365489300,36548930.0000,basic rdmemif
05-Feb-2023 00:27:22,OK,0.0000,0.0009,43.5010,371147010,37114701.0000,avoid branching in jr
05-Feb-2023 16:48:24,OK,0.0000,0.0048,42.2762,257007010,25700701.0000,some ld_ insts without macros
05-Feb-2023 16:59:32,OK,0.0000,0.0009,43.4619,257007010,25700701.0000,rest of ld_ instructions
05-Feb-2023 17:42:02,OK,0.0000,0.0009,42.6333,257007010,25700701.0000,some rmw ops unmacroed
05-Feb-2023 20:19:20,OK,0.0000,0.0009,44.0162,257007010,25700701.0000,yet rmw ops unmacroed
05-Feb-2023 20:36:15,OK,0.0000,0.0009,43.1247,257007010,25700701.0000,no more macros
05-Feb-2023 23:45:11,OK,0.0000,0.0013,63.7315,425110340,42511034.0000,256 cpus
11-Feb-2023 22:34:59,OK,0.0000,0.0059,5035.8078,42511034,42511034.0000,activate one instruction w/ original Eq implementation... slow
12-Feb-2023 05:26:56,OK,0.0000,0.0049,2718.2722,42511034,42511034.0000,new compress isntzero
12-Feb-2023 20:02:47,OK,0.0000,0.0060,645.3357,127533102,42511034.0000,various optimizations
12-Feb-2023 21:41:18,OK,0.0000,0.0009,697.9368,127533102,42511034.0000,more optimizations
13-Feb-2023 04:53:17,OK,0.0000,0.0013,22370.5209,21255517,21255517.0000,non-cheating cpu copy at end
22-Feb-2023 04:57:54,OK,0.0000,0.0056,52095.7307,0,0.0000,full all instructions 8 threads
23-Feb-2023 04:47:31,OK,0.0000,0.0065,19944.8910,0,0.0000,prep cpu output condition in parallel as well
25-Feb-2023 05:26:09,OK,0.0000,0.0054,19143.4607,0,0.0000,optimized booleanand and 16-bit plusnobyteoverflow
25-Mar-2023 18:51:33,OK,0.0000,0.0009,19306.1288,0,0.0000,optimized IsZero during paper writing
